Grupo,code,Nombre del CE,Cantidad docentes,Docentes con acceso,Cantidad estudiantes,Estudiantes con accesos
B10,13410,CENTRO ESCOLAR CANTON EL CARAO,2,0,133,1.00
B10,13411,INSTITUTO NACIONAL CANTÓN AMAPALITA,2,2,100,61.00
B10,13419,CENTRO ESCOLAR COLONIA BELEN,2,7,123,91.00
B15,13420,"CENTRO ESCOLAR CASERIO LA PAZ, CANTON SIRAMA",0,0,41,0.00
B10,13431,CENTRO ESCOLAR LA SINCUYA,3,0,156,0.00
B10,13433,CENTRO ESCOLAR CANTON AGUA CALIENTE,3,0,136,0.00
B15,13436,CENTRO ESCOLAR CANTON SIRAMA,0,0,35,0.00
B10,13438,CENTRO ESCOLAR CANTON EL JICARO,6,0,119,0.00
B15,13473,CENTRO ESCOLAR JOSÉ MARCELO SANTOS,2,0,78,0.00
B15,13477,"CENTRO ESCOLAR CASERIO EL AMATILLO, CANTON SANTA CLARA",0,0,46,0.00
B10,13490,CENTRO ESCOLAR CANTON SAN CARLOS,2,0,105,0.00
B10,13492,CENTRO ESCOLAR CANTON EL POLVO,0,0,102,0.00
B15,13495,CENTRO ESCOLAR CANTON SAN JOSE,0,0,34,0.00
B15,13502,"CENTRO ESCOLAR CASERIO LA CEIBA, CANTON PUEBLO",2,0,107,0.00
B10,13513,COMPLEJO EDUCATIVO PROFESOR RAFAEL ÁNGEL MARTÍNEZ RÍOS,4,0,210,0.00
B15,13519,"CENTRO ESCOLAR CASERIO LA GUACAMAYERA, CANTON BOBADILLA",0,0,40,0.00
B15,13523,"CENTRO ESCOLAR CASERIO EL RETUMBO, CANTON EL TIZATIO",2,5,102,55.00
B10,13546,CENTRO ESCOLAR DE SAN ALEJO,7,5,141,71.00
B7,13555,COMPLEJO EDUCATIVO SAN FRANCISCO,17,0,1254,0.00
B8,13596,INSTITUTO NACIONAL DE ANTIGUO CUSCATLAN,8,0,424,0.00
B8,13607,INSTITUTO NACIONAL DE JUJUTLA,4,0,91,0.00
B8,13611,INSTITUTO NACIONAL DE EREGUAYQUIN,3,0,106,0.00
B10,13620,CENTRO ESCOLAR COLONIA SAN LUIS,5,0,102,0.00
B14,13681,"CENTRO ESCOLAR CASERIO NAVARRETE, CANTON SANTA ROSA",3,0,47,0.00
B8,13707,CENTRO ESCOLAR CANTON CORRAL DE MULAS II,2,0,126,0.00
B13,13788,"CENTRO ESCOLAR CASERIO LOS ALVARADO, CANTON EL CENTRO",0,0,39,0.00
B7,13790,CENTRO ESCOLAR LEANDRO MARIA GUARDADO,6,7,173,156.00
B9,13831,CENTRO ESCOLAR PARAISO REAL,8,0,345,0.00
B9,13832,CENTRO ESCOLAR GUILLERMO DE JESÚS RAMÍREZ CARRANZA,5,0,113,0.00
B14,14278,CENTRO ESCOLAR CANTON EL ZAPOTE,3,0,39,0.00
B8,14732,INSTITUTO NACIONAL DE CIUDAD DELGADO,7,0,200,1.00
B9,14733,CENTRO ESCOLAR SAN ISIDRO LABRADOR,4,0,55,0.00
B8,14736,CENTRO ESCOLAR ANTONIO FERNANDEZ IBAÑEZ,0,0,76,0.00
B8,14753,INSTITUTO NACIONAL TEXISTEPEQUE,4,0,243,0.00
B7,14757,INSTITUTO NACIONAL DE NOMBRE DE JESÚS,5,0,106,0.00
B8,14783,INSTITUTO NACIONAL FRANCISCO ARIEL NAJARRO ARTIGA,9,3,190,64.00
B10,14786,INSTITUTO NACIONAL LICENCIADA CÁNDIDA ASUNCIÓN REYES,7,2,296,0.00
B15,14787,"CENTRO ESCOLAR CASERIO EL CENTRO, CANTON VARILLA NEGRA",2,0,60,0.00
B8,14789,INSTITUTO NACIONAL DE ESTANZUELAS,5,0,174,0.00
B8,14790,INSTITUTO NACIONAL DE SAN FRANCISCO JAVIER,3,0,69,0.00
B8,14791,INSTITUTO NACIONAL DE OZATLÁN ANA SILVIA PARADA,5,0,177,0.00
B9,14794,INSTITUTO NACIONAL DE POTONICO,2,0,50,0.00
B8,14795,INSTITUTO NACIONAL DE LA LAGUNA,3,0,85,0.00
B10,14797,INSTITUTO NACIONAL DE PERQUÍN,2,0,113,0.00
B8,14799,INSTITUTO NACIONAL DE SANTIAGO TEXACUANGOS,4,0,108,0.00
B12,14800,INSTITUTO NACIONAL DE SAN JUAN OPICO,3,0,334,0.00
B8,14804,INSTITUTO NACIONAL SANTA MARÍA,4,0,109,0.00
B13,14805,INSTITUTO NACIONAL CANTÓN EL PACÚN,3,0,101,0.00
B11,14809,CENTRO ESCOLAR COLONIA LAS PALMERAS,2,0,50,0.00
B9,14816,INSTITUTO NACIONAL ESTADO DE ISRAEL,4,0,86,0.00
B9,14817,INSTITUTO NACIONAL DE SAN RAFAEL,3,0,89,0.00
B9,14819,INSTITUTO NACIONAL HEBER REMBERTO TRUJILLO DIAZ,2,0,67,0.00
B11,14826,CENTRO ESCOLAR CATALINO PINEDA RIVERA,3,0,78,0.00
B11,14828,CENTRO ESCOLAR COMUNIDAD EL REFUGIO,2,0,74,0.00
B16,14831,INSTITUTO NACIONAL NUEVA ESPERANZA DEL BAJO LEMPA,3,0,74,0.00
B9,14833,INSTITUTO NACIONAL DE CHAPELTIQUE,4,0,288,0.00
B9,14842,INSTITUTO NACIONAL FRANCISCO GAVIDIA,7,0,638,0.00
B12,14843,CENTRO ESCOLAR COLONIA LAGUNA SECA,0,0,30,0.00
B8,14847,CENTRO ESCOLAR CASERIO LAS POZAS N°2 CANTON TALPETATE,6,0,143,0.00
B9,14848,INSTITUTO NACIONAL DE SAN JOSÉ LAS FLORES,2,0,49,0.00
B15,14855,"CENTRO ESCOLAR CASERIO EL CARBON, CANTON ABELINES",4,0,43,0.00
B14,14857,CENTRO ESCOLAR CANTON EL CENTRO,0,0,68,0.00
B7,14858,CENTRO ESCOLAR ATONAL,1,0,97,0.00
B16,14860,CENTRO ESCOLAR CASERIO EL SITIO CANTON SANTA LUCIA,3,0,43,0.00
B12,14869,INSTITUTO NACIONAL TECPAN,4,0,307,3.00
B8,14871,INSTITUTO NACIONAL DE NUEVA GRANADA,3,0,79,0.00
B15,14875,INSTITUTO NACIONAL DE GUALOCOCTI,4,0,83,0.00
B11,60004,"CENTRO ESCOLAR CASERÍO SAN VENANCIO, CANTÓN EL JUNQUILLO",3,0,95,0.00
B11,60006,"CENTRO ESCOLAR CASERÍO GUAYALTEPE, CANTÓN LOMA DE LA GLORIA",2,0,55,0.00
B11,60007,"CENTRO ESCOLAR CASERÍO HACIENDA EL OBRAJUELO, CANTÓN RÍO FRÍO",5,6,239,222.00
B11,60011,CENTRO ESCOLAR CANTÓN EL ANONAL,3,0,89,0.00
B11,60012,CENTRO ESCOLAR CANTÓN TACUBITA,3,0,55,0.00
B11,60014,"CENTRO ESCOLAR CASERÍO LAGUNA VERDE, CANTÓN PALO VERDE",2,0,54,0.00
B11,60018,"CENTRO ESCOLAR CASERÍO FINCA PRETORIA, CANTÓN TALTAPANCA",2,0,35,0.00
B11,60023,CENTRO ESCOLAR CANTÓN PEPENANCE,6,0,236,0.00
B11,60035,"CENTRO ESCOLAR FINCA MATALA, CANTÓN EL NARANJITO",2,0,54,0.00
B11,60036,"CENTRO ESCOLAR CASERÍO CASHAGUA, CANTÓN CAUTA ARRIBA",2,0,70,0.00
B11,60041,CENTRO ESCOLAR CANTÓN EL ZARZAL,2,0,46,0.00
B11,60048,CENTRO ESCOLAR CANTÓN LOS PUENTECITOS,2,0,41,0.00
B11,60049,CENTRO ESCOLAR CANTÓN LA ESPERANZA,2,1,33,0.00
B11,60055,"CENTRO ESCOLAR CASERÍO EL TRIUNFO, CANTÓN GUAYAPA ARRIBA",3,0,60,0.00
B11,60058,"CENTRO ESCOLAR CASERÍO LA LOMA, CANTÓN LOS AMATES",2,0,85,0.00
B16,60060,"CENTRO ESCOLAR CASERÍO LA HONDA, CANTÓN SAN DIEGO",2,0,47,0.00
B11,60061,"CENTRO ESCOLAR CASERÍO SAN ANTONIO EN MEDIO, CANTÓN SAN ANTONIO",2,0,105,0.00
B11,60062,"CENTRO ESCOLAR CASERÍO SAN ALFONSO, CANTÓN SAN BENITO",3,0,90,0.00
B11,60066,"CENTRO ESCOLAR CASERÍO EL CHINO, CANTÓN GARITA PALMERA",4,0,76,0.00
B11,60068,"CENTRO ESCOLAR CASERÍO RANCHO SAN MARCOS, CANTÓN LA HACHADURA",2,0,87,0.00
B11,60074,"CENTRO ESCOLAR CASERÍO LOS ENCUENTROS, CANTÓN EL COROZO",2,0,36,0.00
B11,60075,"CENTRO ESCOLAR CASERÍO TAMASHA, CANTÓN EL COROZO",3,0,82,0.00
B11,60079,CENTRO ESCOLAR CANTÓN PULULAPA,2,0,49,0.00
B15,60080,"COMPLEJO EDUCATIVO CASERÍO SAN DIEGUITO, CANTÓN SAN DIEGO",3,0,88,0.00
B11,60081,CENTRO ESCOLAR CANTÓN EL DURAZNO,2,0,39,0.00
B11,60091,"CENTRO ESCOLAR CASERÍO LAS PALMERAS, CANTÓN SAN JUAN",6,0,238,0.00
B11,60098,"CENTRO ESCOLAR CASERÍO LOMAS DE SAN ANTONIO, CANTÓN EL CHAGUITE",2,0,77,0.00
B11,60099,CENTRO ESCOLAR CANTÓN EL CHAGUITE,2,0,96,0.00
B11,60102,"CENTRO ESCOLAR CASERIO HACIENDA EL MILAGRO, C. MONTE HERMOSO ABAJO",1,0,52,0.00
B16,60105,"CENTRO ESCOLAR CASERÍO LOS ORELLANA, CANTÓN SAN MATIAS",2,0,69,0.00
B11,60107,CENTRO ESCOLAR CANTÓN GUACHIPILIN,2,0,37,0.00
B15,60109,"CENTRO ESCOLAR CASERÍO OJOS DE AGUA, CANTÓN AGUA ZARCA",2,0,52,0.00
B15,60111,"CENTRO ESCOLAR CASERO LA PLANTA, CANTÓN EL RODEO",2,0,53,0.00
B15,60113,"CENTRO ESCOLAR CASERÍO GUACHIPILÍN CENTRO, CANTÓN GUACHIPILÍN",4,0,64,0.00
B15,60115,"CENTRO ESCOLAR CASERÍO EL SALAMO, CANTÓN CALAVERA",3,0,44,0.00
B12,60116,"CENTRO ESCOLAR CASERÍO EL PROGRESO, CANTÓN SAN ALFONSO",0,0,105,0.00
B15,60117,"CENTRO ESCOLAR COLONIA BENDICIÓN DE DIOS, CANTÓN COFRADÍA NUEVA",0,0,43,0.00
B14,60120,CENTRO ESCOLAR CANTÓN CUJUAPA,0,0,45,0.00
B13,60123,CENTRO ESCOLAR CANTÓN EL TRANSITO,2,1,50,0.00
B12,60131,"CENTRO ESCOLAR CASERÍO CERRO PARTIDO, CANTÓN LOS APOYOS",0,0,49,0.00
B11,60133,"CENTRO ESCOLAR CASERÍO COLONIA VENECIA, CANTÓN LLANO DE LA LAGUNA",2,0,43,0.00
B11,60135,"CENTRO ESCOLAR CASERÍO LOS AREVALOS, CANTÓN EL ANONAL",2,0,36,0.00
B11,60139,CENTRO ESCOLAR CANTÓN ROSARIO ARRIBA,2,0,50,0.00
B13,60143,"CENTRO ESCOLAR CASERIO BELLA VISTA, CANTÓN LOS PLANES",0,0,49,0.00
B12,60145,"CENTRO ESCOLAR COLONIA LOS ANGELES, CANTÓN SAN PABLO EL LLANO",0,0,39,0.00
B13,60150,CENTRO ESCOLAR URBANIZACIÓN FLORES,3,0,62,0.00
B12,60157,CENTRO ESCOLAR CANTÓN MIZATA,4,0,200,0.00
B12,60161,"CENTRO ESCOLAR CASERÍO LA CHACRA, CANTÓN AGUA CALIENTE",2,0,36,0.00
B12,60163,"CENTRO ESCOLAR CASERÍO EL CASTAÑO, CANTÓN EL PRESIDIO",0,0,45,0.00
B12,60164,"CENTRO ESCOLAR LOTIFICACIÓN SAN JOSÉ, CANTÓN LOMA DEL MUERTO",2,0,46,0.00
B13,60171,"CENTRO ESCOLAR CASERÍO EL ESCAMIL, CANTÓN SANTA ROSA",4,1,56,0.00
B16,60178,"CENTRO ESCOLAR COLONIA SAN JUAN BOSCO NÚMERO UNO, CANTÓN EL TRILLO",1,0,42,0.00
B16,60188,CENTRO ESCOLAR CANTÓN EL AMATON,0,0,54,0.00
B11,60196,"CENTRO ESCOLAR CASERÍO EL AMATÓN, CANTÓN EL TANQUE",2,0,69,0.00
B11,60209,"CENTRO ESCOLAR CASERÍO LOS PALMOS LA DANTA, CANTÓN LA HACHADURA",1,0,48,0.00
B9,60212,"CENTRO ESCOLAR CASERÍO COMUNIDAD ELENO CASTRO, CANTÓN LOMAS DE RAMOS",0,0,42,0.00
B16,60217,CENTRO ESCOLAR INGENIERO RAMÓN ENRIQUE VENTURA PORTILLO,2,0,62,0.00
B16,60219,CENTRO ESCOLAR CANTÓN SAN MARCOS,0,0,49,0.00
B10,60220,"CENTRO ESCOLAR CASERÍO SAN ISIDRO, CANTÓN SIRAMA",2,0,170,0.00
B7,60230,CENTRO ESCOLAR BELEN VILLA PALESTINA,6,0,344,0.00
B13,60231,CENTRO ESCOLAR CANTÓN SANTA ROSA,2,0,42,0.00
B13,60237,"CENTRO ESCOLAR BELLO HORIZONTE, CANTÓN LA SHILA",1,0,99,0.00
B10,60243,CENTRO ESCOLAR CANTÓN LOS ANGELES,2,2,99,97.00
B11,60259,"CENTRO ESCOLAR CASERÍO GUAYAPA ARRIBA, CANTÓN GUAYAPA ARRIBA",1,0,41,0.00
B11,60262,CENTRO ESCOLAR PAZ Y PROGRESO,3,0,67,0.00
B11,60263,"CENTRO ESCOLAR CASERÍO LOS PINOS, CANTÓN SAN RAFAEL",2,0,59,0.00
B11,60268,"CENTRO ESCOLAR HACIENDA SAN CAYETANO, CANTON LLANO DE LA LAGUNA",2,0,65,0.00
B12,60273,"CENTRO ESCOLAR CASERÍO EL CONCHALITO, CANTÓN SAN ANTONIO LOS BLANCOS",0,0,39,0.00
B12,60275,"CENTRO ESCOLAR CASERÍO EL MOZOTE, CANTÓN SAN ANTONIO LOS BLANCOS",2,0,65,0.00
B12,60280,"CENTRO ESCOLAR LOTIFICACIÓN PALMERAS DE PARÍS, CANTÓN TRES CEIBAS",0,0,90,0.00
B12,60282,"CENTRO ESCOLAR COLONIA EL MILAGRO, CASERÍO LAS MERCEDES, CANTÓN LOS LAGARTOS",2,0,53,0.00
B12,60286,"CENTRO ESCOLAR CASERÍO LA CEIBA, CANTÓN SAN RAFAEL",0,0,40,0.00
B12,60287,"CENTRO ESCOLAR LOTIFICACIÓN LA MONTAÑITA Nº 1, CANTÓN EL CERRITO",1,0,32,0.00
B11,60292,"CENTRO ESCOLAR URBANIZACIÓN BELLA VISTA, CANTÓN PRIMAVERA",3,0,191,0.00
B10,60295,CENTRO ESCOLAR RESIDENCIAL REGALO DE DIOS,0,0,44,0.00
B15,60297,"CENTRO ESCOLAR CASERÍO EL ZUNGANO, CANTÓN LOS ABELINES",2,0,69,0.00
B12,60301,"CENTRO ESCOLAR CASERÍO LA LECHERA, CANTÓN LA UNIÓN",2,0,36,0.00
B16,60305,INSTITUTO NACIONAL PABLO TESAK,2,0,106,0.00
B12,60307,"CENTRO ESCOLAR CASERÍO EL MILAGRO, CANTÓN EL COYOL",0,0,93,0.00
B16,60309,"CENTRO ESCOLAR COLONIA LA USULUTECA, CANTÓN LA PEÑA",5,0,73,0.00
B12,60310,"CENTRO ESCOLAR LOTIFICACIÓN EL JORDAN I, CANTÓN RANCHADOR",3,0,55,0.00
B7,60314,"CENTRO ESCOLAR CASERÍO EL CALVARIO, CANTÓN LA LOMA",2,0,199,0.00
B9,60318,CENTRO ESCOLAR COMUNIDAD BOSQUES DE PERULAPIA,0,0,71,0.00
B15,60323,"CENTRO ESCOLAR CASERÍO LOS HERNÁNDEZ, CANTÓN JOYA DEL MATAZANO",4,0,63,0.00
B12,60327,"CENTRO ESCOLAR CASERÍO LOS MARINES AGUA ZARCA, CANTÓN METALÍO",0,0,70,0.00
B11,60333,COMPLEJO EDUCATIVO COLONIA NUEVA ILAMATEPEC,2,0,190,0.00
B12,62001,"CENTRO ESCOLAR CASERÍO BOCA DE MONTAÑA, CANTÓN CASA DE TEJA",0,0,42,0.00
B11,62006,"CENTRO ESCOLAR CASERÍO LUISIANA, CANTÓN EL CERRO",2,0,57,0.00
B11,62007,"CENTRO ESCOLAR CASERÍO EL ROSARIO, CANTÓN EL RESBALADERO",3,0,80,0.00
B12,62009,CENTRO ESCOLAR CANTÓN OJO DE AGUA,0,0,50,0.00
B11,62011,"CENTRO ESCOLAR CASERÍO EL PITAL, CANTÓN LA MAGDALENA",2,0,71,0.00
B11,62013,"CENTRO ESCOLAR CASERÍO SABANETAS, CANTÓN EL PASTE",2,0,54,0.00
B11,62014,"COMPLEJO EDUCATIVO CASERÍO LOTIFICACIÓN SAN IGNACIO, CANTÓN GALEANO",0,0,166,0.00
B11,62015,"CENTRO ESCOLAR CASERÍO EL ROSARIO, CANTÓN SAN JOSÉ LAS FLORES",3,0,55,0.00
B11,62030,CENTRO ESCOLAR CANTÓN HONDURITAS,3,3,109,0.00
B12,62036,"CENTRO ESCOLAR CASERÍO LA PEÑA, CANTÓN CUYUISCAT",2,0,30,0.00
B12,62037,"CENTRO ESCOLAR CASERÍO LAGUNETAS, CANTÓN LA CEIBITA",1,0,55,0.00
B12,62044,"CENTRO ESCOLAR CASERÍO EL AMATAL, CANTÓN SAN JERÓNIMO",0,0,31,0.00
B12,62045,"CENTRO ESCOLAR CASERÍO GUAYABILLAS, CANTÓN SAN JERONIMO",0,0,45,0.00
B12,62047,"CENTRO ESCOLAR CASERÍO VALLE NUEVO, CANTÓN SAN ANTONIO MASAHUAT",2,0,43,0.00
B11,62048,"CENTRO ESCOLAR CASERÍO LAS CRUCES, CANTÓN BELÉN GUIJAT",0,0,89,0.00
B12,62053,"CENTRO ESCOLAR CASERÍO PITA FLOJA, CANTÓN MATALAPA",2,0,52,0.00
B12,62054,CENTRO ESCOLAR CANTÓN EL SHISTE,2,0,44,0.00
B11,62062,"CENTRO ESCOLAR CASERÍO AYUTICA, CANTÓN AYUTA",0,0,71,0.00
B12,62069,"CENTRO ESCOLAR CASERÍO ESQUIPULAS, CANTÓN NANCINTEPEQUE",1,0,41,0.00
B12,62070,"CENTRO ESCOLAR CASERÍO LOS RIVAS, CANTÓN NANCINTEPEQUE",2,0,52,0.00
B11,62074,"CENTRO ESCOLAR CASERÍO PINALITO, CANTÓN EL CIPRESAL",2,2,67,66.00
B11,62075,"CENTRO ESCOLAR CASERÍO EL SAUCE, CANTÓN PINALITO",3,0,73,0.00
B11,62079,CENTRO ESCOLAR CANTÓN EL DESPOBLADO,2,0,88,0.00
B12,62090,"CENTRO ESCOLAR CASERÍO AGUA CALIENTE, CANTÓN EL JUTE",0,0,50,0.00
B12,62093,"CENTRO ESCOLAR CASERÍO BARRANQUILLA, CANTÓN SAN MIGUEL",0,0,39,0.00
B12,64005,"CENTRO ESCOLAR CASERÍO LAS CUREÑAS, CANTÓN METALÍO",2,0,78,0.00
B12,64006,"CENTRO ESCOLAR CASERÍO EL NANCE, CANTÓN METALÍO",3,0,84,0.00
B12,64008,"CENTRO ESCOLAR CASERÍO LA PLAYA, CANTÓN METALÍO",2,0,53,0.00
B12,64010,CENTRO ESCOLAR CANTÓN VALLE NUEVO,0,0,55,0.00
B12,64017,CENTRO ESCOLAR CANTÓN LAS FLORES,1,0,34,0.00
B12,64030,"CENTRO ESCOLAR CASERÍO LOS PEÑAS, CANTÓN ACACHAPA",0,0,62,0.00
B12,64033,"CENTRO ESCOLAR CASERÍO LOS ENCUENTROS, CANTÓN ACACHAPA ARRIBA",2,0,49,0.00
B12,64035,CENTRO ESCOLAR CANTÓN CHORRO ABAJO,3,0,63,0.00
B12,64039,"CENTRO ESCOLAR CASERÍO LAS MARÍAS, CANTÓN LAS MARIAS",1,0,43,0.00
B12,64040,"CENTRO ESCOLAR CASERÍO SANTO TOMAS, CANTÓN LAS MARÍAS",0,0,51,0.00
B12,64041,"CENTRO ESCOLAR CASERÍO MARÍA AUXILIADORA, CANTÓN LAS MARÍAS",1,0,32,0.00
B12,64043,"CENTRO ESCOLAR CASERÍO LA CHACARITA, CANTÓN LAS LAJAS",3,0,55,0.00
B12,64048,CENTRO ESCOLAR CANTÓN CANGREJERA,0,0,29,0.00
B12,64051,CENTRO ESCOLAR CANTÓN BUENOS AIRES,0,0,36,0.00
B11,64065,CENTRO ESCOLAR CANTÓN TAJCUILUJLAN,5,0,351,0.00
B12,64066,"CENTRO ESCOLAR CASERÍO LA BOLSONA, CANTÓN ALEMÁN",1,0,57,0.00
B12,64067,"CENTRO ESCOLAR CASERÍO SAN MIGUELITO, CANTÓN ALEMÁN",1,0,45,0.00
B12,64068,"CENTRO ESCOLAR CASERÍO EL CONFÍN, CANTÓN ALEMÁN",2,0,36,0.00
B12,64071,"CENTRO ESCOLAR CASERÍO EL CARRIZAL, CANTÓN LOS ANISALES",1,0,39,0.00
B12,64074,"CENTRO ESCOLAR CASERÍO CASA BLANCA, CANTÓN LOS LAGARTOS",0,0,62,0.00
B12,64075,"CENTRO ESCOLAR CASERÍO LOS ÁNGELES, CANTÓN LOS LAGARTOS",2,0,44,0.00
B12,64076,"CENTRO ESCOLAR CASERÍO EL SAUCE, CANTÓN PETACAS",2,0,37,0.00
B12,64086,"CENTRO ESCOLAR CASERÍO LOMA LARGA, CANTÓN EL MATAZANO",3,0,73,0.00
B12,64090,"CENTRO ESCOLAR CASERÍO LOS MACHADOS, CANTÓN SAN RAFAEL",0,2,52,0.00
B12,64092,CENTRO ESCOLAR CANTÓN EL ZOPE,2,0,37,0.00
B12,64093,"CENTRO ESCOLAR CASERÍO LOS RIVERA, CANTÓN EL CAULOTE",2,0,82,0.00
B11,64095,"COMPLEJO EDUCATIVO CASERÍO RODESIA, CANTÓN CHIQUIHUAT",5,0,90,0.00
B11,64096,"CENTRO ESCOLAR CASERÍO HACIENDA TAZULATH, CANTÓN CHIQUIHUAT",2,0,120,0.00
B12,64097,"CENTRO ESCOLAR CASERÍO NUEVO MEXICO, CANTÓN CHIQUIHUAT",3,0,67,0.00
B12,64103,"CENTRO ESCOLAR CASERÍO HACIENDA SIHUANANGO, CANTÓN SANTA EMILIA",2,2,59,0.00
B12,64104,"CENTRO ESCOLAR CASERÍO EL JOCOTILLO, CANTÓN MIRAVALLES",2,0,93,0.00
B12,64108,"CENTRO ESCOLAR CASERÍO LOTIFICACIÓN BUENOS AIRES 2, CANTÓN LOMA DEL MUERTO",3,0,77,0.00
B12,64111,CENTRO ESCOLAR CANTÓN LA ENSENADA,0,0,40,0.00
B11,64114,"CENTRO ESCOLAR CASERÍO MARGINACIÓN EL PROGRESO 1 Y 2, CANTÓN EL JOBO",2,0,194,0.00
B12,64115,"CENTRO ESCOLAR CASERÍO BARRA SALADA, CANTÓN SALINAS DE AYACACHAPA",0,0,50,0.00
B12,64116,"CENTRO ESCOLAR CASERÍO VISTA HERMOSA, CANTÓN SALINAS DE AYACACHAPA",1,0,15,0.00
B12,64117,CENTRO ESCOLAR CANTÓN EL PUENTE,2,0,47,0.00
B11,64118,COMPLEJO EDUCATIVO CANTÓN PALO COMBO,6,7,206,0.00
B11,64123,"CENTRO ESCOLAR CASERÍO SAN CRISTÓBAL, CANTÓN MIRAVALLES",4,0,173,0.00
B12,64126,"CENTRO ESCOLAR CASERÍO COLONIA LA SABANA, CANTÓN APANCOYO ARRIBA",1,0,39,0.00
B13,66008,CENTRO ESCOLAR CANTÓN LLANO DE LA VIRGEN,3,0,65,0.00
B7,66039,CENTRO ESCOLAR CANTON LAS GRANADILLAS,5,1,133,0.00
B13,66042,"CENTRO ESCOLAR CASERÍO LOS MORALES, CANTÓN LAS GRANADILLAS",0,0,38,0.00
B7,66043,COMPLEJO EDUCATIVO CANTÓN LOS PLANES,4,0,311,0.00
B13,66049,"CENTRO ESCOLAR CASERIO LA CUMBRE, CANTÓN SAN JOSE SACARE",2,0,39,0.00
B13,66051,CENTRO ESCOLAR CANTON LOS HORCONES,0,0,43,0.00
B13,66052,"CENTRO ESCOLAR CASERIO GUAYABITO, CANTÓN LOS HORCONES",3,0,63,0.00
B13,66063,"CENTRO ESCOLAR CASERÍO POTRERILLOS, CANTÓN LAS CAÑAS",3,0,62,0.00
B13,66066,CENTRO ESCOLAR CANTON TALCHALUYA,0,0,28,0.00
B13,66068,CENTRO ESCOLAR CANTÓN LOS TECOMATES,3,0,50,0.00
B13,66078,CENTRO ESCOLAR CANTON PLAZUELAS,0,0,42,0.00
B13,66082,CENTRO ESCOLAR CANTON EL JUNQUILLO,0,1,37,0.00
B13,66085,CENTRO ESCOLAR CANTÓN HACIENDA VIEJA,4,0,68,0.00
B13,66091,"CENTRO ESCOLAR CASERÍO CHICUMA, CANTÓN EL GAVILÁN",2,0,73,0.00
B13,66093,"CENTRO ESCOLAR CASERÍO EL ASTILLERO, CANTÓN EL GAVILÁN",4,0,64,0.00
B7,66108,CENTRO ESCOLAR CANTÓN PAÑANALAPA,6,0,155,0.00
B13,66115,CENTRO ESCOLAR CANTON LOS SITIOS,0,0,44,0.00
B7,66118,COMPLEJO EDUCATIVO CANTÓN SAN BENITO,8,0,165,0.00
B13,66120,"CENTRO ESCOLAR CASERÍO LOS MORALES, CANTÓN SANTA ANA",4,0,69,0.00
B13,66121,COMPLEJO EDUCATIVO CANTÓN SAN JUAN DE LA CRUZ,5,0,68,0.00
B13,66123,CENTRO ESCOLAR CANTON VALLE DE JESUS,2,0,80,0.00
B13,66125,CENTRO ESCOLAR CANTON LOS NARANJOS,2,1,72,0.00
B7,66131,CENTRO ESCOLAR CANTÓN EL CENTRO,2,0,159,0.00
B13,66132,"CENTRO ESCOLAR CASERÍO LAS ARADAS, CANTÓN EL CENTRO",4,0,64,0.00
B7,66141,"CENTRO ESCOLAR CASERÍO EL TRONCONAL, CANTÓN PIEDRAS GORDAS",6,0,159,0.00
B13,66147,"CENTRO ESCOLAR CASERÍO EL TABLÓN, CANTÓN EL PORTILLO",0,0,41,0.00
B13,66153,"CENTRO ESCOLAR CASERÍO COMUNIDAD SANTA FE, CANTÓN EL TABLÓN",5,0,57,0.00
B13,68013,CENTRO ESCOLAR CANTÓN CERRO DE PLATA,2,0,84,0.00
B7,68016,"CENTRO ESCOLAR CASERÍO LAS ARBOLEDAS, CANTÓN LOURDES",8,0,368,0.00
B7,68019,COMPLEJO EDUCATIVO JOSÉ RODRÍGUEZ VALLE,8,0,244,0.00
B13,68024,CENTRO ESCOLAR CANTÓN EL PEÑÓN,3,0,43,0.00
B13,68028,"CENTRO ESCOLAR CASERÍO EL SITIO, CANTÓN LA SHILA",3,0,90,0.00
B13,68029,"CENTRO ESCOLAR CASERÍO COOPERATIVA EL SITIO, CANTÓN LA SHILA",0,0,67,0.00
B13,68039,"CENTRO ESCOLAR CASERÍO SAN LUIS, CANTÓN SIBERIA",0,0,48,0.00
B13,68042,CENTRO ESCOLAR CANTÓN EL REGADIO,0,0,82,0.00
B13,68046,CENTRO ESCOLAR CANTÓN AMAQUILCO,3,0,58,0.00
B13,68047,"CENTRO ESCOLAR CASERÍO LA ESPERANZA, CANTÓN AMAQUILCO",3,0,62,0.00
B13,68055,CENTRO ESCOLAR CANTÓN TILAPA,0,0,73,0.00
B13,68056,CENTRO ESCOLAR CANTÓN LA LABOR,2,0,65,0.00
B13,68058,CENTRO ESCOLAR CANTÓN LAS FLORES,3,1,96,0.00
B13,68070,"CENTRO ESCOLAR CASERÍO SAN LUIS EL COYOLAR, CANTÓN EL CIMARRÓN",0,0,44,0.00
B13,68079,CENTRO ESCOLAR CANTÓN EL LIMÓN,2,0,75,0.00
B13,68085,CENTRO ESCOLAR CANTÓN LOS PAJALES,2,0,73,0.00
B13,68086,CENTRO ESCOLAR CANTÓN VICTORIA,0,0,37,0.00
B13,68091,"CENTRO ESCOLAR CASERÍO AGUA FRIA, CANTÓN LAS MERCEDES",1,0,53,0.00
