Grupo,code,Nombre del CE,Cantidad docentes,Docentes con acceso,Cantidad estudiantes,Estudiantes con accesos
B13,68104,CENTRO ESCOLAR CANTÓN LA MONTAÑITA,2,1,52,0.00
B13,68105,"CENTRO ESCOLAR CASERÍO ESPÍRITU SANTO, CANTÓN EL ESCALÓN",2,0,59,0.00
B7,68110,"CENTRO ESCOLAR CASERÍO EL CAMBIO, CANTÓN CHANMICO",8,1,372,3.00
B13,68117,CENTRO ESCOLAR CANTÓN PITICHORRO,1,0,63,0.00
B7,68119,CENTRO ESCOLAR CANTÓN SAN NICOLAS LOS ENCUENTROS 1,2,0,113,0.00
B13,68120,CENTRO ESCOLAR CANTÓN SAN NICOLAS LOS ENCUENTROS 2,0,0,51,0.00
B13,68121,CENTRO ESCOLAR CANTÓN SAN PEDRO MARTIR,0,0,87,0.00
B13,68132,"CENTRO ESCOLAR CASERÍO EL RANCHO, CANTÓN SAN PEDRO LAS FLORES",3,0,56,0.00
B13,68142,CENTRO ESCOLAR CANTÓN MOGOTES,0,0,64,0.00
B13,68149,"CENTRO ESCOLAR CASERÍO ITAMAURA, CANTÓN OBRAJE NUEVO",2,0,52,0.00
B13,68152,"CENTRO ESCOLAR CASERÍO SAN JORGE, CANTÓN OBRAJE NUEVO",0,0,47,0.00
B7,68160,"CENTRO ESCOLAR CASERÍO LOTIFICACIÓN SAN ALFONSO, CANTÓN SAN ALFONSO",7,0,186,0.00
B13,68163,"CENTRO ESCOLAR CASERÍO EL IZCANAL, CANTÓN EL PALMAR",0,0,41,0.00
B13,68165,"CENTRO ESCOLAR CASERÍO LA LIMA, CANTÓN EL PALMAR",3,0,96,0.00
B7,68174,CENTRO ESCOLAR CANTÓN BUENOS AIRES,2,0,146,0.00
B13,68180,CENTRO ESCOLAR CANTÓN LOS IZOTES,1,0,51,0.00
B13,68186,CENTRO ESCOLAR CANTÓN SIHUAPILAPA CENTRO,2,0,56,0.00
B13,68192,CENTRO ESCOLAR CANTÓN EL ZACAMIL,0,0,63,0.00
B13,68193,CENTRO ESCOLAR CANTÓN LA JAVILLA,2,0,43,0.00
B13,68196,CENTRO ESCOLAR CANTÓN SAN ANTONIO,1,1,54,0.00
B13,68197,CENTRO ESCOLAR CANTÓN TIERRA COLORADA,1,0,71,0.00
B13,68198,CENTRO ESCOLAR CANTÓN LOS ALPES,0,0,81,0.00
B9,70008,"CENTRO ESCOLAR CASERÍO LOTIFICACIÓN SAN NICOLAS, CANTÓN SAN NICOLAS",0,0,22,0.00
B7,70013,"CENTRO ESCOLAR CASERÍO COMUNIDADES UNIDAS, CANTÓN SAN LUIS MARIONA",0,0,35,0.00
B7,70014,CENTRO ESCOLAR CANTÓN EL TRONADOR,2,0,41,0.00
B10,70023,"CENTRO ESCOLAR CASERÍO SANTA ISABEL, CANTÓN SAN LUCAS",3,0,36,0.00
B13,70027,"CENTRO ESCOLAR CASERÍO COMUNIDAD BETANIA, CANTÓN SHANGALLO ARRIBA",4,0,79,0.00
B13,70043,"CENTRO ESCOLAR CASERÍO LAS MORENAS, CANTÓN AMAYON",2,0,99,0.00
B9,70048,CENTRO ESCOLAR CANTÓN EL GUAYABO,0,0,37,0.00
B7,70055,CENTRO ESCOLAR CANTÓN QUEZALAPA,2,5,212,141.00
B7,70056,COMPLEJO EDUCATIVO CANTÓN SAN ISIDRO,10,4,477,32.00
B7,70058,CENTRO ESCOLAR CANTÓN LAS CRUCITAS,5,0,200,0.00
B8,70059,"CENTRO ESCOLAR CASERÍO LAS MARGARITAS, CANTÓN SAN RAMÓN",2,0,55,0.00
B8,70066,CENTRO ESCOLAR CANTÓN LOMAS DE CANDELARIA,0,0,52,0.00
B10,70071,"CENTRO ESCOLAR CASERÍO LOS PLANES, CANTÓN JOYA GRANDE",0,0,36,0.00
B13,70073,CENTRO ESCOLAR CANTÓN SHALTIPA,5,1,81,0.00
B10,70078,CENTRO ESCOLAR CANTÓN CHALTEPE,2,0,29,0.00
B10,70079,CENTRO ESCOLAR CANTÓN EL CARMEN,2,0,46,0.00
B9,70081,CENTRO ESCOLAR CANTÓN EL PORVENIR,3,0,45,0.00
B13,70086,"CENTRO ESCOLAR CASERÍO EL ROSARIO, CANTÓN EL ROSARIO",3,2,64,30.00
B13,70091,"CENTRO ESCOLAR CASERÍO LOS PARADA, CANTÓN MALACOFF",2,0,84,0.00
B7,70095,"CENTRO ESCOLAR CASERÍO AMATITAN, CANTÓN PLANES DE RENDEROS",0,0,31,0.00
B7,70097,"CENTRO ESCOLAR CASERÍO AMAYITO, CANTÓN AZACUALPA",2,0,95,0.00
B8,70099,"CENTRO ESCOLAR CASERÍO SANTA BARBARITA, CANTÓN SANTA BARBARA",0,0,40,0.00
B14,72010,CENTRO ESCOLAR CANTÓN CONCEPCIÓN,0,1,110,0.00
B14,72017,CENTRO ESCOLAR CANTÓN EL ROSARIO,2,1,64,0.00
B14,72020,CENTRO ESCOLAR CANTÓN SAN ANTONIO,5,5,200,1.00
B14,72023,CENTRO ESCOLAR CANTÓN PALACIOS,2,0,65,0.00
B14,72027,CENTRO ESCOLAR CANTÓN SAN ANTONIO,0,1,42,0.00
B14,72029,CENTRO ESCOLAR CANTÓN LLANO GRANDE,3,0,90,0.00
B14,72032,CENTRO ESCOLAR CANTÓN PIEDRA LABRADA,2,0,84,0.00
B14,72034,CENTRO ESCOLAR CANTÓN RODRÍGUEZ,0,0,53,0.00
B14,72035,"CENTRO ESCOLAR CASERÍO LOMA CHATA, CANTÓN EL SALITRE",2,0,65,0.00
B7,72038,"CENTRO ESCOLAR CASERÍO SAN DIEGO, CANTÓN EL RODEO",2,0,156,0.00
B14,72046,"CENTRO ESCOLAR CASERÍO EL MAGUEYAL, CANTÓN JIBOA",0,0,39,0.00
B14,72049,CENTRO ESCOLAR CANTÓN SAN PEDRO,2,0,106,0.00
B14,72054,"CENTRO ESCOLAR CASERÍO AGUA CALIENTE, CANTÓN EL CAULOTE",3,0,71,0.00
B14,72056,"CENTRO ESCOLAR CASERÍO LA CAJA, CANTÓN LAS DELICIAS",0,0,53,0.00
B14,72059,"CENTRO ESCOLAR CASERÍO ZACAMIL, CANTÓN PLATANARES",2,0,39,0.00
B14,72060,"CENTRO ESCOLAR CASERÍO EL SITIO, CANTÓN PLATANARES",0,0,39,0.00
B14,72066,"CENTRO ESCOLAR CASERÍO EL PAPATURRO, CANTÓN LA BERMUDA",0,0,35,0.00
B14,72068,"CENTRO ESCOLAR CASERÍO SAN RAFAEL, CANTÓN LA BERMUDA",0,1,63,0.00
B14,72070,"CENTRO ESCOLAR CASERÍO MONTEPEQUE, CANTÓN PALACIOS",0,0,35,0.00
B14,72083,CENTRO ESCOLAR CANTÓN SANTA ANITA,2,1,65,0.00
B12,74009,CENTRO ESCOLAR CANTÓN LOS ZACATALES,2,0,91,0.00
B12,74010,CENTRO ESCOLAR CANTÓN BELEN,3,0,49,0.00
B7,74012,CENTRO ESCOLAR CANTÓN SAN ANTONIO LA LOMA,2,0,63,0.00
B12,74013,CENTRO ESCOLAR CANTÓN SAN JOSÉ LOS SOLARES,1,0,48,0.00
B12,74023,CENTRO ESCOLAR CANTÓN TEHUISTE ARRIBA,1,0,57,0.00
B12,74026,CENTRO ESCOLAR CANTÓN LOS LAURELES,2,0,47,0.00
B7,74027,"COMPLEJO EDUCATIVO LOTIFICACIÓN COMALAPA, CANTÓN LA CUCHILLA COMALAPA",7,4,294,77.00
B12,74046,CENTRO ESCOLAR CANTÓN CONCEPCIÓN,0,0,42,0.00
B12,74054,CENTRO ESCOLAR CANTÓN LAS ANIMAS,0,0,31,0.00
B12,74061,CENTRO ESCOLAR LICENCIADO CARLOS ALBERTO MADRID ZUNIGA,0,0,49,0.00
B12,74067,CENTRO ESCOLAR CANTÓN LA ISLETA,0,0,41,0.00
B7,74068,"CENTRO ESCOLAR CASERÍO PAREDES, CANTÓN LA LUCHA.",2,0,59,0.00
B12,74074,"CENTRO ESCOLAR CASERÍO SAN JOSÉ LAS FLORES, CANTÓN TIERRA BLANCA.",0,0,39,0.00
B12,74076,"CENTRO ESCOLAR CASERÍO AGUA ZARCA, CANTÓN EL AMATE.",0,0,29,0.00
B12,74077,"CENTRO ESCOLAR CASERÍO EL GARRAPATERO, CANTÓN LAS TABLAS.",2,0,66,0.00
B12,74082,"CENTRO ESCOLAR CASERÍO LA COLORADA, CANTÓN SAN RAFAEL TASAJERA.",0,0,56,0.00
B12,74083,CENTRO ESCOLAR MADRE TERESA DE CALCUTA,0,0,40,0.00
B14,76001,CENTRO ESCOLAR CANTÓN SAN NICOLAS.,4,0,45,0.00
B14,76005,"CENTRO ESCOLAR CASERÍO CACAHUATAL, CANTÓN TEMPISQUE",2,0,29,0.00
B14,76009,"CENTRO ESCOLAR CASERÍO EL CARRIZAL, CANTÓN LAS HUERTAS",3,0,44,0.00
B14,76015,"CENTRO ESCOLAR CASERÍO SAN LUIS GRAMAL, CANTÓN SAN FRANCISCO DEL MONTE",4,2,51,48.00
B14,76016,"CENTRO ESCOLAR CASERÍO SANTA MARÍA LOS MILAGROS, CANTÓN CALERA",4,0,80,0.00
B7,76022,CENTRO ESCOLAR CANTÓN COLONIA LA PALMA,7,0,110,0.00
B14,76023,CENTRO ESCOLAR CANTÓN CAROLINA NO. 2,4,0,76,0.00
B14,76024,CENTRO ESCOLAR CANTÓN SANTA BARBARA,2,0,44,0.00
B14,76026,"CENTRO ESCOLAR CASERÍO FLOR AMARILLA, CANTÓN EL AMATE",3,2,71,43.00
B14,76032,"COMPLEJO EDUCATIVO CASERÍO EL ESPINO, CANTÓN CUYANTEPEQUE",2,0,71,0.00
B14,76034,"CENTRO ESCOLAR CASERÍO LOS ALMENDROS, CANTÓN LAS MARÍAS",2,0,49,0.00
B14,76042,"CENTRO ESCOLAR CASERÍO EL SALITRE, CANTÓN SAN GREGORIO",2,0,46,0.00
B14,76044,CENTRO ESCOLAR MONSEÑOR BENJAMIN BARRERA Y REYES,3,0,65,0.00
B14,76046,"CENTRO ESCOLAR CASERÍO AZACUALPITA, CANTÓN EL ZAPOTE",5,0,65,0.00
B14,76051,CENTRO ESCOLAR CANTÓN AZACUALPA,5,0,58,0.00
B14,76052,CENTRO ESCOLAR CANTÓN EL CARACOL,5,0,71,0.00
B14,76053,CENTRO ESCOLAR CANTÓN LA UVILLA,3,0,50,0.00
B14,76055,"CENTRO ESCOLAR CASERÍO EL PALOMAR, CANTÓN PARATAO",4,0,79,0.00
B14,76057,CENTRO ESCOLAR CANTÓN SAN ANTONIO,3,1,79,0.00
B14,76059,"CENTRO ESCOLAR CASERÍO LOS NARANJOS, CANTÓN CAÑAFISTULA",5,0,86,0.00
B14,76061,"CENTRO ESCOLAR CASERÍO CHAPELCORO ARRIBA, CANTÓN CHAPELCORO",1,0,48,0.00
B14,76063,"COMPLEJO EDUCATIVO CASERÍO MONTECRISTO, CANTÓN EL RINCÓN",5,0,101,0.00
B14,76065,"CENTRO ESCOLAR CASERÍO EL JOCOTE, CANTÓN NIQUERESQUE",3,0,53,0.00
B14,76066,CENTRO ESCOLAR CANTÓN SAN CARLOS,2,0,61,0.00
B14,76068,"CENTRO ESCOLAR CASERÍO LOS DELGADOS, CANTÓN SAN JOSÉ",2,0,31,0.00
B14,76075,CENTRO ESCOLAR CANTÓN SAN BENITO,5,0,50,0.00
B13,78008,"CENTRO ESCOLAR CASERÍO EL ZAPOTE, CANTÓN SAN FELIPE",4,0,94,0.00
B13,78009,CENTRO ESCOLAR CANTÓN SAN JACINTO,3,0,56,0.00
B13,78018,"CENTRO ESCOLAR CASERÍO SAN FAUSTINO, CANTÓN SAN PEDRO",3,0,39,0.00
B13,78021,CENTRO ESCOLAR CANTÓN SAN BENITO PIEDRA GORDA,4,0,46,0.00
B13,78023,"CENTRO ESCOLAR CASERÍO LA ENTREVISTA, CANTÓN CANDELARIA ARRIBA",3,0,27,0.00
B14,78027,CENTRO ESCOLAR CANTÓN EL TORTUGUERO,5,1,155,0.00
B13,78028,CENTRO ESCOLAR CANTÓN SAN JERONIMO,4,0,79,0.00
B13,78030,CENTRO ESCOLAR CANTÓN SANTA ROSA,2,0,32,0.00
B10,78036,CENTRO ESCOLAR CANTÓN SAN JACINTO LA BURRERA,8,0,95,0.00
B13,78038,"COMPLEJO EDUCATIVO CASERÍO SAN FRANCISCO DE LA CRUZ, CANTÓN GUACHIPILÍN",4,2,84,0.00
B13,78041,"COMPLEJO EDUCATIVO CASERÍO MARADIAGA, CANTÓN CANDELARIA LEMPA",5,0,95,0.00
B13,78042,CENTRO ESCOLAR CANTÓN SAN PABLO CAÑALES,3,0,46,0.00
B13,78048,CENTRO ESCOLAR CANTÓN LA CRUZ,6,0,70,0.00
B13,78053,"CENTRO ESCOLAR CASERÍO LOMA DE LA CRUZ, CANTÓN SANTA LUCÍA",2,0,43,0.00
B13,78055,CENTRO ESCOLAR CANTÓN LA ESPERANZA,4,0,69,0.00
B13,78073,"CENTRO ESCOLAR GREGORIA HERMINIA, SERAPIO CRISTIAN Y JULIA INÉS CONTRERAS",2,0,37,0.00
B13,78076,"CENTRO ESCOLAR CASERÍO SANTA MARTA, CANTÓN LAS MESAS",2,0,48,0.00
B13,78078,"CENTRO ESCOLAR CASERÍO SAN BARTOLO, CANTÓN SAN CARLOS LEMPA",3,3,66,61.00
B13,78079,CENTRO ESCOLAR CANTÓN SAN FERNANDO,3,0,56,0.00
B13,78082,"CENTRO ESCOLAR CASERÍO EL GRANZAZO, CANTÓN SANTA BARBARA",3,0,41,0.00
B13,78083,"CENTRO ESCOLAR CASERÍO LOS NARANJOS, CANTÓN LAS MESAS",3,0,69,0.00
B16,80001,CENTRO ESCOLAR CANTON APASTEPEQUE,0,0,46,0.00
B16,80004,CENTRO ESCOLAR CANTÓN SAN JUAN 1,0,0,62,0.00
B8,80006,"CENTRO ESCOLAR CASERÍO LA LIMA, CANTÓN EL ZAPOTILLO",4,0,121,0.00
B16,80009,CENTRO ESCOLAR CANTÓN SAN JUAN II,1,0,36,0.00
B8,80012,CENTRO ESCOLAR CANTÓN EL COROZAL,0,0,101,0.00
B16,80013,"CENTRO ESCOLAR CASERÍO RÍO DE LOS BUEYES, CANTÓN COROZAL",2,0,64,0.00
B8,80016,CENTRO ESCOLAR CANTON LAS DELICIAS,2,0,108,0.00
B8,80017,CENTRO ESCOLAR CANTON LOS TALPETATES,6,0,168,0.00
B16,80018,CENTRO ESCOLAR CANTÓN SAN FELIPE,2,0,44,0.00
B8,80019,"CENTRO ESCOLAR CASERÍO PAJUILAR, CANTÓN SAN FELIPE",2,0,129,0.00
B16,80020,CENTRO ESCOLAR ALFREDO RAMÍREZ,2,0,89,0.00
B16,80021,"CENTRO ESCOLAR CASERÍO EL ZAPOTE, CANTÓN SAN FRANCISCO",0,0,30,0.00
B16,80025,"CENTRO ESCOLAR CASERÍO HACIENDA LA MEDIAGUA, CANTÓN SAN LORENZO",1,0,100,0.00
B16,80028,CENTRO ESCOLAR CANTON VIRGINIA,0,0,62,0.00
B16,80029,"CENTRO ESCOLAR CASERIO COLONIA LA CHICHARRA, CANTÓN SAN FRANCISCO",0,0,51,0.00
B16,80035,"CENTRO ESCOLAR CASERÍO MIRAMAR, CANTÓN SAN ANTONIO",2,0,36,0.00
B16,80038,CENTRO ESCOLAR CANTON EL JICARITO,0,0,40,0.00
B16,80039,"CENTRO ESCOLAR CASERIO PUEBLO, NUEVO CANTÓN EL MACULIS",3,0,35,0.00
B8,80041,"CENTRO ESCOLAR CASERIO LOS NARANJOS, CANTÓN LOS ENCUENTROS",2,0,89,0.00
B16,80043,CENTRO ESCOLAR CANTÓN CONDADILLO,3,0,76,0.00
B16,80045,CENTRO ESCOLAR CANTÓN EL OJUSTHE,2,0,55,0.00
B16,80048,CENTRO ESCOLAR CANTÓN LA CRUZ,4,0,56,0.00
B16,80050,CENTRO ESCOLAR CANTÓN SAN PEDRO,0,1,40,0.00
B16,80051,"CENTRO ESCOLAR CASERÍO HACIENDA CHAGUANTIQUE, CANTÓN CABOS NEGROS",0,0,69,0.00
B16,80054,CENTRO ESCOLAR CANTÓN EL CARRIZAL,3,0,25,0.00
B16,80055,CENTRO ESCOLAR CANTÓN COYOLITO,5,0,50,0.00
B16,80058,CENTRO ESCOLAR CANTON SISIGUAYO,6,0,93,0.00
B16,80061,"CENTRO ESCOLAR CASERÍO LAS MESITAS, CANTÓN LA CANOA",3,0,66,0.00
B8,80062,"CENTRO ESCOLAR CASERÍO LEMPAMAR, CANTÓN LA CANOA",1,0,119,0.00
B16,80063,CENTRO ESCOLAR CANTÓN SALINAS DEL POTRERO,4,1,91,0.00
B8,80065,CENTRO ESCOLAR JOSÉ RAMÓN BARAHONA,5,0,120,0.00
B16,80066,"CENTRO ESCOLAR CASERIO NUEVO AMANECER, CANTÓN ZAMORANO",4,0,88,0.00
B16,80067,"CENTRO ESCOLAR CASERÍO CIUDAD ROMERO, CANTÓN ZAMORANO",4,0,83,0.00
B16,80070,CENTRO ESCOLAR CANTÓN SAN JUDAS,0,0,45,0.00
B16,80074,"CENTRO ESCOLAR CASERÍO LOTIFICACIÓN EL ENCANTO, CANTÓN EL JAGUAL",4,0,72,0.00
B8,80079,"CENTRO ESCOLAR CASERÍO PUERTO CABALLO, CANTÓN EL JÍCARO",3,0,138,0.00
B8,80086,COMPLEJO EDUCATIVO ALICIA CISNEROS DE ZELAYANDÍA,6,0,139,0.00
B8,80095,"CENTRO ESCOLAR CASERIO LOS HERNANDEZ, CANTÓN LA PUERTA",2,0,116,0.00
B16,80101,CENTRO ESCOLAR CANTON EL AMATILLO,2,0,42,0.00
B16,80108,CENTRO ESCOLAR CANTÓN CORRAL DE MULAS I,0,0,55,0.00
B8,80109,CENTRO ESCOLAR CANTON LAS MILPAS,4,0,120,0.00
B16,80115,CENTRO ESCOLAR CANTÓN CEIBA DOBLADA,2,0,52,0.00
B16,80121,CENTRO ESCOLAR PRÉIZERDAUL,0,0,73,0.00
B16,80122,CENTRO ESCOLAR CANTON LINARES CAULOTAL,3,0,66,0.00
B16,80126,"CENTRO ESCOLAR CASERIO MUNDO NUEVO, CANTÓN SAN FRANCISCO",2,0,44,0.00
B16,80140,CENTRO ESCOLAR CANTON EL PALMO,4,0,52,0.00
B8,80142,COMPLEJO EDUCATIVO CANTÓN JOBAL HORNOS,0,0,140,0.00
B16,80146,"CENTRO ESCOLAR CASERÍO JARDINES DEL RÍO, CANTÓN MEJICAPA",2,0,59,0.00
B16,80149,"CENTRO ESCOLAR CASERÍO LOS LUNAS, CANTÓN PLAYITAS",2,0,32,0.00
B8,80151,CENTRO ESCOLAR CANTON EL JICARO,4,1,91,0.00
B16,80153,"CENTRO ESCOLAR CASERIO HACIENDA LA VIOLETA, CANTÓN LOS ARENALES",2,1,42,0.00
B16,80155,"CENTRO ESCOLAR CASERÍO LOS DESMONTES, CANTÓN EL OBRAJUELO",1,0,66,0.00
B16,80166,"CENTRO ESCOLAR CASERIO COMUNIDAD EL AMATE II, CANTÓN SANTA BARBARA",4,0,82,0.00
B16,80170,CENTRO ESCOLAR CANTÓN EL CARRIZAL,2,1,79,0.00
B16,80171,"CENTRO ESCOLAR CASERIO LA FLORIDA, CANTÓN PASO DE GUALACHE",3,0,56,0.00
B16,80178,"CENTRO ESCOLAR CASERÍO CAPITÁN LAZO, CANTÓN LAS SALINAS",4,0,82,0.00
B16,80180,"CENTRO ESCOLAR CASERIO AGUA FRIA, CANTÓN EL ZAPOTE",2,0,75,0.00
B9,82001,CENTRO ESCOLAR CANTÓN LA CEIBITA,4,0,156,0.00
B16,82003,"CENTRO ESCOLAR CASERÍO VALLE NUEVO, CANTÓN LA CEIBITA",0,0,50,0.00
B16,82006,CENTRO ESCOLAR CANTON CERRO MIRACAPA,2,0,63,0.00
B16,82009,"CENTRO ESCOLAR CASERÍO LOS RIVERA, CANTÓN CERRO MIRACAPA",0,0,43,0.00
B9,82012,CENTRO ESCOLAR CANTÓN SOLEDAD TERRERO,2,1,110,0.00
B16,82014,CENTRO ESCOLAR CANTÓN SANTA CLARA,0,0,50,0.00
B9,82017,"CENTRO ESCOLAR CASERÍO LAS PALMERAS, CANTÓN BELÉN",4,0,127,0.00
B16,82018,"CENTRO ESCOLAR CASERÍO EL TRIUNFO, CANTÓN GUANASTE",1,0,38,0.00
B16,82022,"COMPLEJO EDUCATIVO CASERÍO AMAPALA, CANTÓN SAN CRISTÓBAL",4,0,53,0.00
B16,82024,"CENTRO ESCOLAR CASERÍO JOYA GRANDE, CANTÓN SAN JUAN",1,0,52,0.00
B16,82025,"CENTRO ESCOLAR CASERÍO LAS MARÍAS, CANTÓN SAN LUISITO",2,0,60,0.00
B15,82028,"CENTRO ESCOLAR CASERÍO EL PICACHO, CANTÓN TEPONAHUASTE",4,0,89,0.00
B16,82033,"CENTRO ESCOLAR HACIENDA TAMERA, CANTÓN HUALAMA",2,0,44,0.00
B16,82037,"CENTRO ESCOLAR CASERÍO EL RODEO, CANTÓN SAN JERONIMO",0,0,31,0.00
B16,82038,CENTRO ESCOLAR CANTÓN SINGALTIQUE,0,0,49,0.00
B16,82043,"CENTRO ESCOLAR CASERÍO LOS RILLITOS, CANTÓN LA ESTRECHURA",0,0,46,0.00
B15,82047,"CENTRO ESCOLAR CASERÍO SAN CARLOS, CANTÓN CALLE NUEVA",2,0,95,0.00
B16,82049,"CENTRO ESCOLAR CASERÍO EL LLANITO, CANTÓN LLANO EL COYOL",0,0,45,0.00
B16,82051,"CENTRO ESCOLAR CASERÍO VADO MARÍN, CANTÓN MOROPALA",0,0,45,0.00
B16,82055,CENTRO ESCOLAR CANTÓN PIEDRA PACHA,0,0,32,0.00
B15,82062,"CENTRO ESCOLAR CASERÍO LAS LAJAS, CANTÓN AMAYA",2,0,89,0.00
B15,82063,CENTRO ESCOLAR CANTÓN CONCEPCIÓN,0,0,90,0.00
B16,82064,CENTRO ESCOLAR CANTÓN EL JÍCARO,2,0,54,0.00
B16,82067,"CENTRO ESCOLAR CASERÍO EL CHIRRIÓN, CANTÓN EL PALÓN",2,0,60,0.00
B15,82068,CENTRO ESCOLAR CANTÓN LAS VENTAS,0,0,78,0.00
B16,82073,CENTRO ESCOLAR CANTÓN EL MOGOTE,0,3,48,41.00
B9,82078,COMPLEJO EDUCATIVO CANTÓN EL JOBO,9,0,242,0.00
B16,82079,CENTRO ESCOLAR AMOR Y PAZ,2,0,48,0.00
B16,82080,"CENTRO ESCOLAR CASERÍO AMÉRICA, CANTÓN EL PAPALON",1,0,37,0.00
B16,82085,"CENTRO ESCOLAR CASERÍO LAS POZAS, CANTÓN LOS EJIDOS",0,0,47,0.00
B16,82089,CENTRO ESCOLAR CANTÓN CUCURUCHOS,2,0,79,0.00
B16,82093,CENTRO ESCOLAR CANTÓN EL OJEO,0,0,28,0.00
B16,82096,CENTRO ESCOLAR CANTÓN SAN DIEGO,2,0,58,0.00
B16,82097,"CENTRO ESCOLAR CASERÍO LA LAGUNA, CANTÓN SAN DIEGO",2,0,45,0.00
B9,82099,"CENTRO ESCOLAR CASERÍO EL BAJÍO, CANTÓN SAN MARCOS",2,0,118,0.00
B9,82100,"COMPLEJO EDUCATIVO CASERÍO LA CHORRERA, CANTÓN SAN MARCOS",5,0,184,0.00
B16,82101,"CENTRO ESCOLAR CASERÍO TALPETATE, CANTÓN SAN MARCOS",3,0,69,0.00
B16,82108,"CENTRO ESCOLAR CASERÍO LA VEGA, CANTÓN SAN JERONIMO",0,0,40,0.00
B16,82109,"CENTRO ESCOLAR CASERÍO BELENCITO, CANTÓN SAN JERÓNIMO",0,0,56,0.00
B16,82110,"CENTRO ESCOLAR CASERÍO TIERRA AGRIA, CANTÓN SAN JERONIMO",0,0,40,0.00
B16,82113,"CENTRO ESCOLAR CASERÍO LAS ARADAS, CANTÓN SAN ANTONIO",0,0,29,0.00
B16,82114,"CENTRO ESCOLAR CASERÍO CASAS DE LADRILLO, CANTÓN SAN ANTONIO",2,0,55,0.00
B16,82115,CENTRO ESCOLAR CANTÓN SAN JUAN,0,0,37,0.00
B16,82116,"CENTRO ESCOLAR CASERÍO GUALUCA, CANTÓN EL BRAZO",0,0,29,0.00
B16,82118,"CENTRO ESCOLAR CASERÍO UNO, CANTÓN EL PROGRESO",0,0,43,0.00
B9,82119,"CENTRO ESCOLAR CASERÍO EL MORAL, CANTÓN TECOMATAL",3,0,117,0.00
B16,82120,"CENTRO ESCOLAR CASERÍO AGUA SALADA, CANTÓN LAS DELICIAS",0,0,38,0.00
B15,82123,"CENTRO ESCOLAR CASERÍO EL MACHO, CANTÓN LOS ZELAYA",0,0,83,0.00
B9,82126,"CENTRO ESCOLAR CASERÍO EL MANGO, CANTÓN SANTA CLARA",2,0,98,0.00
B9,82128,COMPLEJO EDUCATIVO MARDOQUEO PORTILLO,7,0,220,0.00
B16,82130,CENTRO ESCOLAR CANTÓN EL ESPÍRITU SANTO,2,0,50,0.00
B16,82131,"CENTRO ESCOLAR CASERÍO SAN ANDRES, CANTÓN EL TABLON",2,0,57,0.00
B16,82135,"CENTRO ESCOLAR CASERÍO LA MAJADA, CANTÓN LAS MESAS",2,0,68,0.00
B9,82138,COMPLEJO EDUCATIVO CANTÓN MANAGUARA,5,0,149,0.00
B9,82139,"CENTRO ESCOLAR CASERÍO CORDONCILLO, CANTÓN MANAGUARA",2,0,123,0.00
B15,82141,CENTRO ESCOLAR CANTÓN MAZATEPEQUE,2,0,75,0.00
B16,82142,"CENTRO ESCOLAR CASERÍO SAN JORGE, CANTÓN MAZATEPEQUE",0,0,53,0.00
B16,82143,"CENTRO ESCOLAR CASERÍO EL COYOL, CANTÓN MAZATEPEQUE",1,0,38,0.00
B16,82145,"CENTRO ESCOLAR CASERÍO SANTA CRUZ, CANTÓN MINITAS",3,0,51,0.00
B16,82147,"CENTRO ESCOLAR CASERÍO LOS VILLACORTA, CANTÓN SANTA ROSA",0,0,41,0.00
B16,82148,CENTRO ESCOLAR CANTÓN EL CAHUANO,1,0,72,0.00
B16,82153,"CENTRO ESCOLAR CASERÍO EL CHIRRIÓN, CANTÓN PIEDRA AZUL",0,0,34,0.00
B16,82157,"CENTRO ESCOLAR CASERÍO SICAHUITE, CANTÓN SAN DIEGO",2,0,39,0.00
B15,84005,"CENTRO ESCOLAR CASERÍO FLOR DEL MUERTO, CANTÓN AGUA BLANCA",4,0,93,0.00
B15,84007,CENTRO ESCOLAR CANTÓN CALAVERA,3,0,78,0.00
B15,84008,"CENTRO ESCOLAR CASERÍO JIMILILE, CANTÓN CALAVERA",2,0,69,0.00
B15,84009,CENTRO ESCOLAR ASUNCIÓN MOLINA,3,0,51,0.00
B15,84011,"CENTRO ESCOLAR CASERÍO LOS FUENTES, CANTÓN SUNSULACA",5,1,102,0.00
B15,84013,"CENTRO ESCOLAR CASERÍO CERRO DE NUBE, CANTÓN CORRALITO",3,0,52,0.00
B10,84015,"CENTRO ESCOLAR CASERÍO ALTOS DEL AGUACATE, CANTÓN CORRALITO",5,0,135,0.00
B15,84019,"CENTRO ESCOLAR CASERÍO MATAPALOS 2, CANTÓN CORRALITO",2,0,37,0.00
B10,84021,"CENTRO ESCOLAR CASERÍO LA TORTUGA, CANTÓN HONDABLE",3,0,117,0.00
B15,84022,"CENTRO ESCOLAR CASERÍO LA PATERNA, CANTÓN HONDABLE",3,0,39,0.00
B15,84023,"CENTRO ESCOLAR CASERÍO LLANO VERDE, CANTÓN HONDABLE",0,0,34,0.00
B15,84026,"CENTRO ESCOLAR CASERÍO LOS FUENTES, CANTÓN LA LAGUNA",2,0,57,0.00
B15,84030,"CENTRO ESCOLAR CASERÍO BABILONIA, CANTÓN SAN FELIPE",3,0,59,0.00
